MSGTYPE,ORDERID,SENDINGTIME,CLIENTID,SYMBOL,SIDE,ORDQTY,PRICE,ROUTE,MAX_PARTICIPATION_RATE,AUCTION_ENABLED,DISABLE_OFF_EXCHANGE,START_TIME,END_TIME,STYLE,EXTENDED_REPORTING,IWOULD_PRICE,CUMQTY,TAG0,TAG6,TAG20,TAG3,SNP_INSIDE_BID,SNP_INSIDE_ASK,TAG4,TAG5,TAG7,TAG8,TRANSACTTIME,TRADE_STRATEGY,EXPERT_IWOULD_LIMIT_PRICE,AUTOTRADER_ELIGIBLE,EXPERT_MAX_DARK_EXPOSURE,PCT_VOLUME_CONSTRAINT,INCLUDE_CLOSE,MINQTY,AUCTION_TYPE,EXPERT_CLIPSIZE_SCALE,EXPERT_FLOATING_LIMIT_VALUE_BPS,FLOATING_LIMIT,RISK_ACCEPTANCE_PARAMETER,URGENCY,SNP_VOLUME_OE,SNP_TRADE_COUNT_OE,SNP_LAST_TRADE_SIZE_OE,SNP_LAST_TRADE_PRICE_OE,SNP_INSIDE_BID_SIZE,SNP_INSIDE_ASK_SIZE,SNP_HIGH,ABOUT,ACCOUNT,ACTIONID,ACTOR,ALLOW_REVISIONS,AVGPRICE,C2CFORWARD,CLIENTLISTID,CLIENTSENDINGTIME,CLIENT_RULE80A,CLIENT_SYMBOL,CLORDID,CONTRABROKER,CONTRACLIENTID,CUSTOMERORIGINATED,DESKID,DESTINATION_CATEGORY,DESTINATION_NAME,EXECBROKER,EXECID,EXECREFID,EXPERT_AGGR_IN_THE_MONEY,EXPERT_FADE_LOGIC,EXPERT_ID,EXPERT_IWOULD_PRICE_ALLOCATION,EXPERT_IWOULD_PRICE_ALLOCATION_TYPE,GOBLINQUEUEID,INFOTYPE,INTERNALORIGINATOR,LASTMKT,LASTMSGSEQNUMPROCESSED,LASTPRICE,LASTSHARES,LIQUIDITY,LISTID,LISTNAME,L_ROOTORDERID,MIN_PARTICIPATION_RATE,MSGSEQNUM,MUST_COMPLETE,NUMROOTS,NUM_PARENTS,ONBEHALFOFTARGET,ORDSTATUS,ORIGCLORDID,ORIGSENDINGTIME,PARENTID,PARENTSHARES,QUOTE_BIDPRICE*,QUOTE_LASTPRICE*,QUOTE_LULD_DOWN_PRICE*,QUOTE_LULD_UP_PRICE*,QUOTE_OFFERPRICE*,QUOTE_TICKDIRECTION*,REFORDERID,REGION,REPORTABLE,REPORT_STATUS,ROOTORDERID,RULE80A,SCHEDULE_DISCRETION,SECONDARYORDERID,SENDERCOMPID,SENDERTARGET,SERVERMESSAGE,SESSION_NUM*,SNP_DOLLAR_VOLUME,SNP_DOLLAR_VOLUME_OE,SNP_LAST_TRADE_PRICE,SNP_LAST_TRADE_SIZE,SNP_LOW,SNP_ORDER_BOOK_DOLLAR_VOLUME,SNP_ORDER_BOOK_TRADE_COUNT,SNP_ORDER_BOOK_VOLUME,SNP_PRIM_DOLLAR_VOLUME,SNP_PRIM_LAST_TRADE_PRICE,SNP_PRIM_ORDER_BOOK_DOLLAR_VOLUME,SNP_PRIM_ORDER_BOOK_VOLUME,SNP_PRIM_VOLUME,SNP_TRADE_COUNT,SNP_VOLUME,TARGETCOMPID,TICKS_AGGRESSIVE,TOEXECORDERID,TRACKING_DISCRETION,TRADEREPORTREFID,TRANSACTIONID,WAVE_STRATEGY,BUYSIDE_LIQUIDITY,CAPLIMIT_VALIDATION_ID,DURATION,EXPERT_FROM_INTERNAL_TICKET,EXPERT_IWOULD_QTY_TYPE,LISTBEGIN,LOWER_LIMIT_TYPE,PCT_VOLUME,RAW_LIQUIDITY,REFERENCE_PRICE,ROUTESTRATEGY,SNP_INDEX1,TARGET_PARTICIPATION_RATE,TEXT,TIME_BASIS,ACTIVE_LIMIT,LISTEND,ORIGINATOR,PCT_LQNT
"ROUTE_INFO","2150916000548157","2015-09-17 08:13:00.748 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","48168","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","11763414","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:14:00.652 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","48873","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","11998510","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:14:30.746 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","49261","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","12131194","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:15:30.652 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","50026","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","12438337","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:16:00.749 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","50461","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","12556153","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:17:00.650 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","51341","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","12826191","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:17:30.652 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","51758","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","12942516","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:18:00.652 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","52180","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","13069150","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:18:30.747 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","52611","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","13176483","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:19:30.652 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","53460","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","13414168","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:20:00.749 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","53923","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","13535350","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:21:00.652 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","54795","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","13808652","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:21:30.652 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","55208","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","13944940","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:22:00.755 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","55634","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","14073404","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:23:00.653 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","56541","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","14354765","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:23:30.748 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","56993","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","14499368","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:24:30.652 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","57836","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","14722423","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:25:00.748 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","59026","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","14822936","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:26:00.653 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","60820","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","15044146","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:26:30.751 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","61708","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","15132806","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:27:30.651 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","63378","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","15338102","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:28:00.652 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","64139","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","15431844","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:28:30.746 LON","","","","","","","","","","","","","","","","","","","","","","Limit Price: 22.90000  Lim Px Text: ClientLim: 22.9   Quote trigger: 0.0   DarkLim: ClientLim: 22.9 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","NIGHTHAWK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","64956","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","15501309","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","22.90","","",""
"ROUTE_INFO","2150916000548157","2015-09-17 08:29:00.747 LON","","","","","","","","","","","","","","","","","","","","","","","E1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B3Eg2P:tO","","","","","","","","","","","","","","","","O","","","","","","","","","","","65706","","","","DKHA35","","B3Eg2P:tO","","","","","","","","","","","","","","","","","","E1.Expert","","","15604474","","","","","","","","","","","","","","","","E1.Expert","","","","","","","","","","","","","","","","","","","","","","","","",""
